name,scraped_time,on_sale,discount,original_price,sale_price,average_rating,scores,review_texts,Brand,SKU,Battery Capacity,Screen Size (inches),Build Type,Camera Front (Megapixels),Camera Back (Megapixels),Number Of Cameras,Display Protection,Model Year,Network Connections,Fast Charging,Wireless Charging,Number of SIM Slots,PPI,Charger Type,Flash,Bluetooth Support,Wi-Fi,SIM Type,Removable Battery,GPS,FM Radio,NFC,Fingerprint Sensor,Expandable Storage,Memory Card Slot Type,Video Resolution,Operating System,Notchted Display,Model,Headphone Jack,Display Type,Processor Type,Refresh Rate,Resolution,Warranty Policy EN
Samsung Galaxy A23 ,16/05/23,True,-7%,29999.0,27900.0,5.0,"[1, 0, 0, 0, 0]",Got the product,Samsung,120343710_NP-1032852828,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,"8 MP, f/2.2, (wide)","Quad- 50 MP, f/1.8, (wide), PDAF + 5 MP, f/2.2, 123˚ (ultrawide) + 2 MP, f/2.4, (depth) + 2 MP, f/2.4, (macro)",5,Corning Gorilla Glass 5,2022,"4G,GSM,3G,3.5G - HSDPA",Fast charging 25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,No,Side Mounted,Yes,Dedicated,1080p,Android,Yes,A235F,Yes,IPS LCD,Octa-core,90 Hz,"HD,4K",
vivo Y20s 6,16/05/23,False,,25499.0,25499.0,5.0,"[1, 0, 0, 0, 0]",,Vivo,105176110_NP-1026834489,Not Specified,6.1 - 6.5 Inch,Not Specified,Not Specified,Not Specified,4,Glasstic,2020,Not Specified,Yes,No,Not Specified,,,,,,,,,,,,,,Not Specified,Android,,,,,Not Specified,,,
OnePlus 8T ,16/05/23,False,,78999.0,78999.0,5.0,"[1, 0, 0, 0, 0]",Nice Phone,OnePlus,105032170_NP-1026638529,4000 - 4999 mAh,6.1 - 6.5 Inch,Plastic,16 MP,48MP+16MP+5MP+2MP,5,Corning Gorilla Glass 5,Not Specified,"4G,GSM,3G,2G,3.5G - HSDPA",Yes,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,No,Not Specified,2160p,Android,Yes,KE2003,Yes,AMOLED,Octa-core,,Full HD,
Vitu W1 Smart Phone 5000mAh Battry 4G Net 3,16/05/23,False,,9000.0,9000.0,0.0,"[0, 0, 0, 0, 0]",,ViTU,126653332_NP-1034335127,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,5,8,3,Plastic,2023,4G,N0,No,2,,,,,,,,,,,,,,,,,,,,,,,
realme 9 PRO 5G ,16/05/23,False,,38999.0,38999.0,5.0,"[1, 0, 0, 0, 0]","in overall phone is as expected but still some shortcomings like slow function problem in screen touch sometimes happens photo quality is average 
anyways 
thank u daraz for ur service
keep progressing",RealMe,118259317_NP-1032407460,5000 - 5999 mAh,6.6 - 7 Inch,Not Specified,16MP In-display Selfie,64MP Primary Camera +8MP Ultra Wide-angle Lens +2MP Macro Lens,4,Glass,2022,"4G,3G,2G,5G",33W,No,2,,,,,,Nano,,,,,Side Mounted,,Shared,,Android,,,,IPS LCD,,120 Hz,,
realme C30 ,16/05/23,False,,15999.0,15999.0,5.0,"[2, 0, 0, 0, 0]",Good phone for normal users. Best option if you want a secondary mobile.,RealMe,119981125_NP-1032800104,4000 - 4999 mAh,6.1 - 6.5 Inch,Glass,5MP,8MP,2,Glass,2022,Not Specified,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,
Nokia C1 1GB,16/05/23,True,-9%,7699.0,6999.0,4.0,"[0, 1, 0, 0, 0]",Good in this price range👍,Nokia,107429301_NP-1028770690,Not Specified,4.1 - 4.5 Inch,Plastic,Not Specified,Not Specified,1,Glass,2020,Not Specified,Yes,No,Not Specified,,,,,,,,,,,,,,Not Specified,Android 9,,,,,Not Specified,,,
Vivo Y02 ,16/05/23,True,-0.8%,12499.0,12399.0,0.0,"[0, 0, 0, 0, 0]",,Vivo,127402606_NP-1034543130,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,5MP,8MP,2,Glass,2022,"4G,3G,2G",10 W,No,2,,,,,,,,,,,,,,,,,,,,,,,"1 years vivo company warrent and 6 month charger ,battery gurrenty"
Samsung Galaxy S23 Ultra ,16/05/23,False,,209999.0,209999.0,0.0,"[0, 0, 0, 0, 0]",,Samsung,124516986_NP-1033802721,5000 - 5999 mAh,6.6 - 7 Inch,Metal,12MP,Quad 200MP +10MP+10MP+12MP,5,Gorilla Glass Victus,2023,"4G,GSM,3G,2G,3.5G - HSDPA,5G",45W Supported,Yes,2,Above 500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,No,Not Specified,4K,Android,Yes,SM-S918B,,Super AMOLED,Octa-core,120 Hz,"Full HD,4K",
Samsung Galaxy MediaTek Helio P35 A03S ,16/05/23,False,,15499.0,15499.0,0.0,"[0, 0, 0, 0, 0]",,Samsung,122728123_NP-1033361964,5000 - 5999 mAh,6.1 - 6.5 Inch,Glass,5MP,13MP,4,Glass,Not Specified,4G,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A33 5G ,16/05/23,True,-1%,42999.0,42569.0,5.0,"[1, 0, 0, 0, 0]",A33 is value for money phone.,Samsung,120050461_NP-1032808224,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,13,48,5,Corning Gorilla Glass 5,2021,"4G,GSM,5G",25W,Yes,2,,,,,,,,,,,,,,,,,,,,,,,
ONEPLUS Nord N20 SE ,16/05/23,False,,23499.0,23499.0,5.0,"[4, 0, 0, 0, 0]",why didnt i receive bill for this item??Everything appeared as discribed,OnePlus,117985156_NP-1032354591,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,8,50,3,Glass,2022,"4G,GSM,3G",33W,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Dedicated,1080p,Oxygen OS,Yes,NORD N20 SE,Yes,LCD,Octa-core,60 Hz,"HD,Full HD",
OPPO A77s 8GB Ram 128GB Rom 50mp Rear Camera 5000mah Battery 33w Fast Charging,16/05/23,True,-2%,30999.0,30499.0,5.0,"[1, 0, 0, 0, 0]",,OPPO,120639403_NP-1032901626,5000 - 5999 mAh,6.1 - 6.5 Inch,Not Specified,8mp,50mp+2mp,3,Not Specified,2022,4G,33w,Not Specified,2,,,,,,,,,,,,,,,,,,,,,,,
HONOR X5 ,16/05/23,False,,11990.0,11990.0,0.0,"[0, 0, 0, 0, 0]",,Honor,124520573_NP-1034014528,5000 - 5999 mAh,6.1 - 6.5 Inch,Not Specified,5MP,8MP,1,Not Specified,2022,Not Specified,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,
Infinix Hot 12 Pro ,16/05/23,False,,19899.0,19899.0,0.0,"[0, 0, 0, 0, 0]",,Infinix,118284249_NP-1032414699,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,50,8,3,Not Specified,2022,"4G,GSM,3G,2G,3.5G - HSDPA",18W,Not Specified,2,,,,,,,,,,,,,,,,,,,,,,,
OnePlus Nord N20 SE ,16/05/23,False,,23000.0,23000.0,5.0,"[1, 0, 0, 0, 0]",,OnePlus,121658780_NP-1033103275,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,8,50,3,Not Specified,2022,,yes,No,2,,,,,,,,,,,,,,,,,,,,,,,
OnePlus 9 Pro 5G ,16/05/23,False,,119990.0,119990.0,5.0,"[6, 0, 0, 0, 0]",Nice and well packaged!  Satisfied!Great Phone!!! Product as expected.Cant expect more. Marvelous.,OnePlus,108100577_NP-1029105405,Not Specified,6.6 - 7 Inch,Glass,Not Specified,48 MP,4,Corning Gorilla Glass 5,2021,5G,Yes,Yes,Not Specified,,,,,,,,,,,,,,,,,,,,,,,
Nokia C20 ,16/05/23,True,-9%,10999.0,9999.0,5.0,"[2, 0, 0, 0, 0]",good phone,Nokia,121238590_NP-1033009152,3000 - 3999 mAh,,Plastic,5MP,5MP,1,Glasstic,2022,4G,no,No,,,,,,,,,,,,,,,,,,,,,,,,
Honor X9a ,16/05/23,False,,45990.0,45990.0,0.0,"[0, 0, 0, 0, 0]",,Honor,125244049_NP-1034002188,5000 - 5999 mAh,6.6 - 7 Inch,Metal,16MP,64MP+5MP+2MP+2MP,4,Glass,2023,"4G,GSM,3G,2G,3.5G - HSDPA,5G",40W,No,2,300-400 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,No,Not Specified,1080p,Android,Yes,RMO-NX1,No,Super AMOLED,Octa-core,120 Hz,Full HD,
Samsung Galaxy M62 Mobile Phone ,16/05/23,False,,39999.0,39999.0,4.5,"[2, 2, 0, 0, 0]","its was quite good though...but where should i go to claim warranty inside Kathmandu valleyphone itself is good. before I used use 6.53inch phone but new one bezels  thin so looks same. face unlock also working. 
negative thing is charger pin is thin a little loose. free earphone not comning seller immediately  send but location is biratnagar it take one week to pokhara via KTM. thats why 4 star.",Samsung,110508497_NP-1031073067,7000 - 7999 mAh,6.1 - 6.5 Inch,Plastic,32 MP,Not Specified,4,Plastic,2021,"4G,GSM",Yes,No,2,300-400 PPI,,,,,,,,,,,,,4K,Android 11,Yes,SM-M625F/DS,Yes,AMOLED,Not Specified,,Full HD,
OnePlus Nord 2 5G with 90 Hz Fluid AMOLED Display ,16/05/23,False,,69999.0,69999.0,4.7,"[2, 1, 0, 0, 0]","overall all is good but I am unsatisfied with the packaging little bit. would be better if they pack the mobile box in other box too so the box or inside wont get damage.Authentic product, quick delivery. Thank you",OnePlus,105952706_NP-1027872852,Not Specified,6.1 - 6.5 Inch,Glass,Not Specified,Not Specified,4,Corning Gorilla Glass 5,2021,4G,Yes,Yes,Not Specified,,,,,,,,,,,,,,HD,Android 11,,,,,Not Specified,,,
Samsung Galaxy M33 ,16/05/23,False,,33999.0,33999.0,5.0,"[3, 0, 0, 0, 0]",Nice & Super Fast Delivery 👌,,113732180_NP-1030923793,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,"8 MP, f/2.2, (wide)","(Quad) 50 MP, f/1.8, (wide), PDAF + 5 MP, f/2.2, 123˚ (ultrawide) + 2 MP, f/2.4, (depth) + 2 MP, f/2.4, (macro)",5,Corning Gorilla Glass 5,2022,"4G,GSM,3G,2G,5G",Fast charging 25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,Side Mounted,Yes,Dedicated,4K,Android,Yes,SM-M336B,Yes,TFT LCD,Octa-core,120 Hz,Full HD,
realme GT NEO 3 ,16/05/23,False,,77999.0,77999.0,5.0,"[2, 0, 0, 0, 0]",Excellent mobile to purchase in this price range works smoothly gets charged so fast because of that only I brought it and its amazing and camera quality is good too. If you are looking for a good phone at this price range you can definitely go for it I got nothing better than this in this range.♥️✨,RealMe,115987952_NP-1031721906,4000 - 4999 mAh,6.6 - 7 Inch,Glass,16MP In-display Selfie,50MP Sony IMX766 + 8 MP119° Ultra-wide Angle Camera + 2 MP4cm Macro Camera,4,Corning Gorilla Glass 5,2022,,150W UltraDart Charge,Not Specified,2,,Type-C,,Yes,Yes,Nano,No,Yes,Yes,Yes,On-Screen,,Dedicated,1080p,Android,,GT neo 3,,,Octa-core,120 Hz,,
Narzo 50 ,16/05/23,False,,23999.0,23999.0,5.0,"[1, 0, 0, 0, 0]",Best performance❤️,narzo by realme,117034783_NP-1032047317,5000 - 5999 mAh,6.6 - 7 Inch,Not Specified,16MP,50 MP,3,Not Specified,2022,,33 WATT,No,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A04s ,16/05/23,True,-4%,21999.0,21150.0,5.0,"[1, 0, 0, 0, 0]",,Samsung,120077655_NP-1033989230,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5MP,Triple 48MP+2MP+2MP,4,Glass,2022,"4G,GSM,3G,2G,3.5G - HSDPA",15W,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,Side Mounted,Yes,Dedicated,1080p,Android,Yes,SM-A047F,Yes,TFT LCD,Octa-core,90 Hz,HD,
Micromax In2b ,16/05/23,True,-15%,17000.0,14500.0,0.0,"[0, 0, 0, 0, 0]",,Micromax,120125456_NP-1032820411,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,5,13,2,Corning Gorilla Glass 1,2021,4G,yes,Not Specified,2,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy M33 ,16/05/23,False,,35999.0,35999.0,4.8,"[5, 1, 0, 0, 0]","Good original Samsung M33 5g mobileThis phone is good at camera , battry backup but some of the feature is missing compare to MI phones....and also it only support low graphics in PUBG.Fine product. If you are thinking of buying middle range phone then you can go for it. There is slightly heating issue at back near camera area while playing games. Everything else is fine. Supports VoLTE as well.",,113692562_NP-1030927075,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,"8 MP, f/2.2, (wide)","(Quad) 50 MP, f/1.8, (wide), PDAF + 5 MP, f/2.2, 123˚ (ultrawide) + 2 MP, f/2.4, (depth) + 2 MP, f/2.4, (macro)",5,Corning Gorilla Glass 5,2022,"4G,GSM,3G,2G,5G",Fast charging 25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,Side Mounted,Yes,Dedicated,4K,Android,Yes,SM-M336B,Yes,TFT LCD,Octa-core,120 Hz,Full HD,
Samsung Galaxy M33 5G ,16/05/23,False,,35999.0,35999.0,4.3,"[2, 0, 1, 0, 0]","The product has Himstar imported tag, but when i check the imei number in MDMS, it says not registeredIt was really very good.",Samsung,116501014_NP-1031882207,6000 - 6999 mAh,6.6 - 7 Inch,Plastic,8,50,5,Glass,2022,"4G,GSM,3G,5G",25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Dedicated,2160p,Android,Yes,SM-M335G,Yes,TFT LCD,Octa-core,120 Hz,"HD,Ultra HD,4K",
Apple iPhone SE  ,16/05/23,False,,87000.0,87000.0,5.0,"[2, 0, 0, 0, 0]",,Apple,118775697_NP-1032543074,2000 - 2999 mAh,4.6 - 5 Inch,Metal,12MP,12 MP,1,Glass,2022,4G,Not Specified,Yes,1,,,,,,,,,,,,,,,,Yes,,,,,,,
Samsung Galaxy S23 ,16/05/23,False,,127999.0,127999.0,5.0,"[1, 0, 0, 0, 0]",,Samsung,124436267_NP-1033801917,3000 - 3999 mAh,6.1 - 6.5 Inch,Metal,12MP,Triple 50MP+10MP+12MP,4,Gorilla Glass Victus,2023,"4G,GSM,3G,2G,3.5G - HSDPA,5G",45W Supported,Yes,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,No,Not Specified,4K,Android,Yes,SM-S911B,No,Super AMOLED,Octa-core,120 Hz,"Full HD,4K",
Realme C30 ,16/05/23,True,-3%,15999.0,15500.0,5.0,"[2, 0, 0, 0, 0]",Great response form the seller.,RealMe,120079355_NP-1032882280,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5MP,8MP,2,Corning Gorilla Glass,2021,4G,15W,No,2,200-300 PPI,Micro USB,Yes,Yes,Yes,Nano,No,Yes,Yes,No,No Fingerprint Sensor,Yes,Dedicated,1080p,Android,Yes,RMX3581,Yes,IPS LCD,Octa-core,,,
Samsung Galaxy A53 5G ,16/05/23,False,,57499.0,57499.0,5.0,"[2, 0, 0, 0, 0]",Phone is Good Delivery ne 3/4 Din maa bhayo Due to Public Holiday overall phone maa complaint xaina but Free maa gift aako earphone chai kam ko xaina low quality ko xaseller shipped very quickly and delivered in 2 days. sealed box package. very satisfied.,Samsung,114359125_NP-1031043556,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,32,48,5,Corning Gorilla Glass 5,2022,"4G,GSM,5G",25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,On-Screen,Yes,Shared,2160p,Android,Yes,SM-A536E/DS,No,Super AMOLED,Octa-core,120 Hz,4K,
OnePlus Nord CE 2 Lite ,16/05/23,True,-2%,40999.0,39999.0,5.0,"[1, 0, 0, 0, 0]",Loved it. Thanks for the free gifts.,OnePlus,115542117_NP-1031583125,4000 - 4999 mAh,6.1 - 6.5 Inch,Glass,16MP,64+2+2 MP,3,Glass,2022,"4G,3G,2G,5G",33W,Not Specified,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,No,Side Mounted,Not Specified,Shared,1080p,Android 11,Yes,ONE PLUS NORD CE 2 LITE,Yes,IPS LCD,Octa-core,120 Hz,,
MOTOROLA e40 ,16/05/23,False,,19999.0,19999.0,5.0,"[2, 0, 0, 0, 0]",Seller was very responsive and willing to answer my queries about the product. The box was ni excellent condition and sealed. Phone is working fine and smooth.Even comes with a clear case. Overall satisfied .,Motorola,114879507_NP-1031311076,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,8,48,4,Glass,2021,"4G,GSM,3G,2G,3.5G - HSDPA",15W,No,2,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A03 CORE ,16/05/23,False,,12499.0,12499.0,4.6,"[4, 0, 1, 0, 0]","Sealed packed,Pan bill... Overall phone is in good condition....but there is no warranty card inside box only manual cardvery nice phoneReally appreciate 😊",Samsung,111149695_NP-1032267203,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5,8,2,Glass,2021,"4G,GSM",No,No,2,200-300 PPI,Micro USB,Yes,Yes,Yes,Nano,No,Yes,Yes,No,No Fingerprint Sensor,Yes,Dedicated,HD,Android,Yes,,Yes,IPS LCD,Not Specified,60 Hz,,
Apple iPhone 11 128GB,16/05/23,False,,89990.0,89990.0,5.0,"[1, 0, 0, 0, 0]",AWESOME DELIVERY AND Magnificent phone.,Apple,105120393_NP-1027156301,3000 - 3999 mAh,6.1 - 6.5 Inch,Metal,12 MP,12 MP,4,Corning Gorilla Glass 1,2019,"4G,GSM,3G,2G,3.5G - HSDPA",Yes,Yes,1,300-400 PPI,,,,,,,,,,,,,1080p,iOS 12,Yes,A2221,No,IPS LCD,Hexa-core,,Full HD,
SAMSUNG A03S ,16/05/23,False,,15999.0,15999.0,5.0,"[6, 0, 0, 0, 0]",satisfied with the product & sellerPhone was well packed and was timely delivered. The product is decent enough and it truly justifies the price. Worth buying.I got the genuine product. Delivered timely as well. Overall product & service both are good.,Samsung,110297546_NP-1030339495,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5 MP,13 MP,3,Glass,2021,4G,No,No,2,200-300 PPI,,,,,,,,,,,,,Full HD,Android 11,Yes,SM-A037F/DS,Yes,IPS LCD,Helio P35,,HD,
OnePlus Nord 2T 5G MediaTek Dimensity 1300 50MP Camera 6,16/05/23,False,,64999.0,64999.0,5.0,"[1, 0, 0, 0, 0]",thank you daraz issue resolution team,OnePlus,115543017_NP-1031585068,4000 - 4999 mAh,6.1 - 6.5 Inch,Glass,32,50+8+2,4,Corning Gorilla Glass 5,2022,5G,80W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,Not Specified,Shared,4K,Android 11,Yes,NORD 2T,Yes,AMOLED,Octa-core,90 Hz,Full HD,
Samsung Galaxy A14 5G ,16/05/23,False,,27999.0,27999.0,0.0,"[0, 0, 0, 0, 0]",,Samsung,123940406_NP-1033631684,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,13MP,"50MP primary, 2MP depth, 2MP macro",4,Glass,2023,"4G,GSM,5G",15W Fast Charging,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Dedicated,1080p,Android,Yes,A14 5G,Yes,IPS LCD,Octa-core,90 Hz,"HD,Full HD",
Samsung Galaxy M33 5G ,16/05/23,False,,33999.0,33999.0,5.0,"[4, 0, 0, 0, 0]",Timely delivery and product as selected. Hassle free and updated every information on timely manner. Thank you!my order was delivered in time and phone seems very good. thank youBought is as a gift for father. Thankx for your service.,Samsung,113719938_NP-1030933184,6000 - 6999 mAh,6.6 - 7 Inch,Plastic,8,50,5,Glass,Not Specified,"4G,GSM,5G",25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Dedicated,2160p,Android,No,SM-M336BU/DS,Yes,TFT LCD,Octa-core,120 Hz,"HD,Full HD,4K",
Samsung Galaxy A24 Lte ,16/05/23,False,,31999.0,31999.0,0.0,"[0, 0, 0, 0, 0]",,Samsung,127450621_NP-1034530689,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,13MP wide,Triple 50MP wide+ 5MP UltraWide +2MP macro,4,Corning Gorilla Glass 5,2023,"4G,GSM,3G,2G,3.5G - HSDPA",25W Supported,No,2,300-400 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,No,Side Mounted,Yes,Dedicated,1080p,Android,Yes,SM-A245F,Yes,AMOLED,Quad-core,90 Hz,Full HD,
vivo Y15C,16/05/23,False,,14999.0,14999.0,5.0,"[1, 0, 0, 0, 0]",,Vivo,124643952_NP-1033856238,5000 - 5999 mAh,6.1 - 6.5 Inch,Not Specified,8MP,13MP+2MP,3,Glass,2022,4G,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,
Realme 10 Pro Plus ,16/05/23,False,,45999.0,45999.0,5.0,"[1, 0, 0, 0, 0]",,RealMe,123119479_NP-1033456309,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,16MP,Triple 108MP+8MP+2MP,4,Glass,2022,"4G,GSM,2G,3.5G - HSDPA,5G",67W,No,2,300-400 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,No,Not Specified,1080p,Android,Yes,"RMX3687, RMX3686",Yes,AMOLED,Octa-core,120 Hz,4K,
Realme 9i 5G 6,16/05/23,True,-1%,29999.0,29699.0,5.0,"[4, 0, 0, 0, 0]",nice packaging and product is perfectI am quite satisfied with this phone: no complaints.,RealMe,119269026_NP-1032639606,5000 - 5999 mAh,6.1 - 6.5 Inch,Glass,8,50+2+2,3,Corning Gorilla Glass 5,2022,"4G,GSM,5G",18w,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,No,Side Mounted,Not Specified,Dedicated,1080p,Android 11,Yes,Realme 9i,Yes,IPS LCD,,90 Hz,"HD,Full HD",
Infinix Hot 12i ,16/05/23,True,-1%,15599.0,15399.0,5.0,"[1, 0, 0, 0, 0]","Budget phone!
Ramrei xa !
Camera quality ta tehi ho😄",Infinix,121829159_NP-1033132328,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,8 MP,13 MP,3,Plastic,2022,4G,Yes,No,2,,Type-C,Yes,Yes,Yes,,No,Yes,Yes,,Rear,Yes,,1080p,Android,Yes,,Yes,IPS LCD,Octa-core,,Full HD,
realme narzo 50i Prime ,16/05/23,False,,15999.0,15999.0,5.0,"[1, 0, 0, 0, 0]",like it.. thank you 😊,narzo by realme,121424646_NP-1033053354,4000 - 4999 mAh,6.1 - 6.5 Inch,Plastic,5 MP,8 MP,1,Not Specified,2022,,No,No,2,,Micro USB,Yes,Yes,Yes,Nano,,Yes,Yes,,No Fingerprint Sensor,Yes,Not Specified,1080p,Android 11,Not Specified,2022,Not Specified,IPS LCD,,Not Specified,,
Micromax IN Note 1 ,16/05/23,True,-20%,19990.0,15990.0,,,,Micromax,105402169_NP-1027118333,5000 - 5999 mAh,6.6 - 7 Inch,Glass,16 MP,48 MP,5,Glass,2021,GSM,Yes,No,2,300-400 PPI,,,,,,,,,,,,,Full HD,Android 10,No,IN Note 1,Yes,IPS LCD,Not Specified,,Full HD,
Samsung Galaxy A04e ,16/05/23,True,-2%,13499.0,13199.0,5.0,"[1, 0, 0, 0, 0]",,Samsung,125594562_NP-1034055995,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5,13,3,Glass,2023,4G,10W Fast Charging,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,No Fingerprint Sensor,Yes,Dedicated,1080p,Android,Yes,SAMSUNG A04E,Yes,IPS LCD,Octa-core,60 Hz,HD,
OnePlus Nord N20 SE ,16/05/23,False,,23499.0,23499.0,,,,OnePlus,117829547_NP-1032299851,5000 - 5999 mAh,5.6 - 6 Inch,Plastic,8,50,2,Not Specified,2022,"4G,GSM,3G,2G",33,Not Specified,2,,,,,,,,,,,,,,,,,,,,,,,
Nokia C1 2nd Edition ,16/05/23,False,,6999.0,6999.0,3.0,"[0, 0, 1, 0, 0]",,Nokia,116103706_NP-1031758220,2000 - 2999 mAh,5.1 - 5.5 Inch,Plastic,5MP,5MP,2,Glass,2021,3G,NO,No,2,200-300 PPI,Micro USB,Yes,Yes,Yes,Nano,Yes,Yes,Yes,No,No Fingerprint Sensor,Yes,Dedicated,720p,Android,No,TA-1380,Yes,TFT LCD,Quad-core,,WVGA,
Infinix HOT 12i ,16/05/23,False,,15599.0,15599.0,5.0,"[3, 0, 0, 0, 0]",timely delivered satisfaction ..👍️yes.,Infinix,115209111_NP-1031507072,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,8MP,13MP,4,Not Specified,2022,"4G,GSM,3G,2G,3.5G - HSDPA",NA,No,2,,,,,,,,,,,,,,,,,,,,,,,
Moto E7 Power ,16/05/23,True,-6%,15900.0,15000.0,3.7,"[2, 0, 0, 0, 1]","Exactly as described …
Genuine product …mobile charged is not working while charging the phone",Motorola,112409451_NP-1030413067,Not Specified,6.1 - 6.5 Inch,Plastic,5,13,3,Not Specified,2021,4G,No,Not Specified,2,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A24 4G ,16/05/23,False,,28999.0,28999.0,0.0,"[0, 0, 0, 0, 0]",,Samsung,127452654_NP-1034534782,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,13MP,50MP+5MP+2MP,4,Corning Gorilla Glass 5,2023,"4G,GSM,3G,2G,3.5G - HSDPA",25W Supported,No,2,300-400 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,No,Side Mounted,Yes,Dedicated,1080p,Android,Yes,SM-A245F,Yes,AMOLED,Quad-core,Above 90 Hz,Full HD,
Samsung Galaxy M14 5G ,16/05/23,True,-0.4%,24999.0,24899.0,0.0,"[0, 0, 0, 0, 0]",,Samsung,127407140_NP-1034523512,6000 - 6999 mAh,6.6 - 7 Inch,Plastic,13MP,50MP+2MP+2MP,4,Corning Gorilla Glass 5,2023,"4G,3G,2G,5G",yes,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Shared,1080p,Android,Yes,M 14 5G,Yes,IPS LCD,Octa-core,90 Hz,"HD,Full HD",1 years samsung warrenty and 1 years battery and 6 month on cauble
Samsung Galaxy A04s ,16/05/23,False,,19999.0,19999.0,4.0,"[3, 0, 0, 0, 1]",Thank you Daraz for the excellent mobile at a beautiful 1212 discounted price with an incredible gift of In-Ear Headphones Basic 3.5mm || Ultra Deep Bass.,Samsung,119354588_NP-1032661319,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5mp,Triple 48MP+2MP+2MP,4,Glass,2022,"4G,GSM,3G,2G,3.5G - HSDPA",15W,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,Side Mounted,Yes,Dedicated,1080p,Android,Yes,SM-A047F,Yes,TFT LCD,Octa-core,90 Hz,Full HD,
